Label,Left,Top,Right,Bottom,Filename
car,498,381,820,605,1150.jpg
car,679,330,710,345,1150.jpg
trafficlight,806,163,817,203,1151.jpg
car,485,393,810,625,1151.jpg
car,422,309,513,340,1151.jpg
car,0,306,79,365,1151.jpg
bus,52,237,256,310,1152.jpg
car,371,355,987,612,1152.jpg
car,503,273,545,303,1152.jpg
car,556,275,596,305,1152.jpg
car,459,396,793,616,1153.jpg
car,517,276,534,288,1153.jpg
trafficlight,10,167,35,199,1154.jpg
trafficlight,137,190,149,212,1154.jpg
trafficlight,597,203,609,224,1154.jpg
car,454,394,785,642,1154.jpg
car,520,275,573,321,1154.jpg
car,423,310,514,339,1155.jpg
car,494,390,826,623,1155.jpg
car,0,310,107,359,1155.jpg
car,394,375,802,636,1156.jpg
car,800,336,827,352,1156.jpg
person,388,323,406,370,1156.jpg
person,355,319,378,372,1156.jpg
car,578,329,638,350,1157.jpg
car,348,325,414,355,1157.jpg
car,469,395,805,609,1157.jpg
car,676,326,727,342,1157.jpg
person,139,322,152,357,1157.jpg
person,122,320,134,356,1157.jpg
trafficlight,556,234,581,262,1158.jpg
trafficlight,663,237,677,269,1158.jpg
trafficlight,765,273,778,295,1158.jpg
car,473,392,812,604,1158.jpg
car,272,356,342,381,1158.jpg
car,430,350,489,375,1158.jpg
car,204,350,281,382,1158.jpg
car,185,360,230,382,1158.jpg
car,313,347,374,377,1158.jpg
trafficlight,513,156,547,201,1159.jpg
trafficlight,680,165,697,214,1159.jpg
trafficlight,841,224,856,255,1159.jpg
trafficlight,611,274,619,291,1159.jpg
car,183,329,267,360,1159.jpg
car,641,332,688,370,1159.jpg
car,537,337,581,363,1159.jpg
car,464,389,795,627,1159.jpg
trafficlight,563,247,572,264,1160.jpg
car,466,397,807,630,1160.jpg
car,504,320,582,382,1160.jpg
car,249,304,299,330,1160.jpg
car,565,309,601,329,1160.jpg
car,528,307,570,325,1160.jpg
car,484,301,507,319,1160.jpg
bus,56,224,328,287,1161.jpg
car,394,380,792,653,1161.jpg
trafficlight,114,236,130,259,1162.jpg
trafficlight,674,273,682,291,1162.jpg
trafficlight,612,271,627,290,1162.jpg
trafficlight,68,95,92,149,1162.jpg
trafficlight,172,254,181,277,1162.jpg
trafficlight,733,291,741,305,1162.jpg
trafficlight,1026,197,1036,225,1162.jpg
trafficlight,977,210,989,234,1162.jpg
car,129,324,441,493,1162.jpg
car,500,385,837,633,1162.jpg
car,695,317,796,397,1162.jpg
car,657,336,703,357,1162.jpg
car,531,342,569,356,1162.jpg
car,386,320,523,380,1162.jpg
car,416,393,783,628,1163.jpg
car,503,385,827,616,1164.jpg
car,514,327,600,386,1164.jpg
car,754,336,805,372,1164.jpg
car,803,339,961,433,1164.jpg
car,600,319,641,342,1164.jpg
car,724,324,764,358,1164.jpg
car,639,303,659,312,1164.jpg
person,1089,318,1125,395,1164.jpg
person,843,313,857,343,1164.jpg
trafficlight,748,224,761,257,1165.jpg
trafficlight,1024,289,1037,308,1165.jpg
trafficlight,854,263,870,295,1165.jpg
trafficlight,647,216,661,248,1165.jpg
trafficlight,498,314,506,323,1165.jpg
truck,1,308,166,571,1165.jpg
bus,166,291,334,391,1165.jpg
car,484,392,850,633,1165.jpg
car,499,351,546,385,1165.jpg
car,714,355,775,376,1165.jpg
car,1,311,180,548,1165.jpg
car,461,393,802,623,1166.jpg
car,513,287,541,307,1166.jpg
car,649,285,676,303,1166.jpg
car,692,279,711,295,1166.jpg
car,857,286,1006,385,1167.jpg
car,857,259,922,313,1167.jpg
car,445,376,778,638,1167.jpg
trafficlight,402,299,410,312,1168.jpg
car,508,381,845,610,1168.jpg
car,508,383,804,609,1169.jpg
car,699,287,741,338,1169.jpg
car,739,299,771,330,1169.jpg
trafficlight,625,119,636,133,1170.jpg
car,348,210,449,266,1170.jpg
car,479,380,794,653,1170.jpg
car,501,179,531,198,1170.jpg
trafficlight,686,115,708,164,1171.jpg
trafficlight,851,249,860,263,1171.jpg
trafficlight,783,225,791,240,1171.jpg
car,1021,356,1279,615,1171.jpg
car,496,384,861,629,1171.jpg
car,851,302,1050,410,1171.jpg
car,709,295,746,318,1171.jpg
car,402,294,462,329,1171.jpg
person,1075,287,1099,349,1171.jpg
car,452,387,772,634,1172.jpg
car,724,285,776,318,1172.jpg
person,877,282,891,323,1172.jpg
person,866,283,878,322,1172.jpg
person,666,284,678,315,1172.jpg
trafficlight,1007,151,1032,212,1173.jpg
trafficlight,615,78,650,132,1173.jpg
trafficlight,814,86,839,146,1173.jpg
trafficlight,607,75,633,134,1173.jpg
car,504,383,830,630,1173.jpg
car,583,298,666,364,1173.jpg
car,636,287,682,323,1173.jpg
car,772,280,818,314,1174.jpg
car,429,383,770,634,1174.jpg
person,944,277,957,313,1174.jpg
person,929,275,942,314,1174.jpg
person,709,276,721,304,1174.jpg
trafficlight,616,162,635,200,1175.jpg
trafficlight,754,172,772,199,1175.jpg
car,467,389,811,613,1175.jpg
car,254,325,359,370,1175.jpg
car,581,311,617,336,1175.jpg
car,146,312,249,363,1175.jpg
car,622,294,641,306,1175.jpg
person,962,324,994,388,1175.jpg
bus,1017,246,1250,327,1176.jpg
car,146,302,276,341,1176.jpg
car,445,387,779,630,1176.jpg
car,106,297,154,318,1176.jpg
car,69,296,113,314,1176.jpg
person,780,293,810,402,1176.jpg
car,473,386,775,640,1177.jpg
car,694,291,725,307,1177.jpg
person,1161,290,1218,395,1177.jpg
car,898,234,1038,322,1178.jpg
car,506,386,855,648,1178.jpg
car,277,214,341,260,1178.jpg
car,608,237,650,261,1178.jpg
person,1156,214,1185,277,1178.jpg
car,487,387,789,601,1179.jpg
car,792,357,847,392,1179.jpg
car,873,359,1002,406,1179.jpg
car,847,351,913,397,1179.jpg
car,730,361,764,381,1179.jpg
trafficlight,576,111,593,156,1180.jpg
trafficlight,748,113,764,163,1180.jpg
trafficlight,942,179,955,215,1180.jpg
car,507,387,815,615,1180.jpg
car,354,308,458,357,1180.jpg
car,462,400,802,626,1181.jpg
car,504,329,599,417,1181.jpg
car,603,320,646,345,1181.jpg
car,589,307,610,319,1181.jpg
person,907,316,923,357,1181.jpg
person,887,317,903,358,1181.jpg
car,392,379,807,627,1182.jpg
car,739,307,782,341,1182.jpg
car,528,307,594,327,1182.jpg
trafficlight,74,140,123,198,1183.jpg
trafficlight,577,299,589,313,1183.jpg
trafficlight,513,278,522,295,1183.jpg
trafficlight,520,278,529,295,1183.jpg
car,215,357,384,457,1183.jpg
car,489,392,810,618,1183.jpg
car,916,349,1007,397,1183.jpg
car,321,343,410,400,1183.jpg
car,776,330,859,364,1183.jpg
person,1201,331,1226,401,1183.jpg
car,494,361,844,646,1184.jpg
car,563,303,669,376,1184.jpg
car,544,279,596,318,1184.jpg
car,1,304,109,401,1184.jpg
car,715,294,819,336,1184.jpg
car,506,269,550,304,1184.jpg
car,434,274,466,294,1185.jpg
car,448,379,779,602,1185.jpg
car,775,295,888,333,1185.jpg
car,502,239,518,252,1185.jpg
car,453,398,794,629,1186.jpg
car,503,276,521,289,1186.jpg
person,firehydrant:51%,1187.jpg,,,
788,340,802,385,bus:99%,1187.jpg
0,297,144,403,car:99%,1187.jpg
489,385,830,608,car:65%,1187.jpg
car,497,388,821,611,1188.jpg
car,614,329,656,348,1188.jpg
car,521,328,546,345,1188.jpg
trafficlight,615,251,621,263,1189.jpg
trafficlight,664,266,671,278,1189.jpg
car,340,345,474,415,1189.jpg
car,471,392,795,619,1189.jpg
car,606,318,658,353,1189.jpg
car,635,307,663,326,1189.jpg
car,601,307,633,331,1189.jpg
car,572,305,587,315,1189.jpg
person,1155,305,1249,495,1189.jpg
person,775,307,787,350,1189.jpg
car,466,389,795,622,1190.jpg
car,675,309,714,341,1190.jpg
car,757,312,815,356,1190.jpg
car,823,322,971,401,1190.jpg
car,612,310,645,331,1190.jpg
car,668,307,694,329,1190.jpg
car,417,309,449,324,1190.jpg
car,602,307,627,322,1190.jpg
person,1211,312,1242,401,1190.jpg
car,234,328,311,361,1191.jpg
car,465,392,795,625,1191.jpg
car,754,344,845,387,1191.jpg
car,367,327,450,363,1191.jpg
bus,5,238,244,309,1192.jpg
car,360,361,963,615,1192.jpg
car,351,283,485,361,1192.jpg
trafficlight,622,239,630,253,1193.jpg
trafficlight,663,259,673,275,1193.jpg
car,466,396,799,630,1193.jpg
car,275,313,412,355,1193.jpg
car,93,311,228,347,1193.jpg
car,419,302,478,326,1193.jpg
car,262,301,316,330,1193.jpg
trafficlight,180,116,205,173,1194.jpg
trafficlight,614,290,621,303,1194.jpg
car,103,337,287,409,1194.jpg
car,474,389,796,631,1194.jpg
car,858,316,954,351,1194.jpg
car,984,319,1080,352,1194.jpg
car,528,321,554,340,1194.jpg
car,585,319,616,340,1194.jpg
car,0,324,23,355,1194.jpg
trafficlight,1150,30,1180,100,1195.jpg
trafficlight,265,133,278,176,1195.jpg
trafficlight,343,168,354,199,1195.jpg
bus,1041,238,1279,349,1195.jpg
car,446,384,776,635,1195.jpg
car,0,297,104,365,1195.jpg
person,842,311,928,521,1195.jpg
car,593,305,643,325,1196.jpg
car,434,380,790,629,1196.jpg
car,473,394,820,632,1197.jpg
car,825,326,911,380,1197.jpg
car,684,315,712,339,1197.jpg
car,622,309,647,328,1197.jpg
car,326,316,392,349,1197.jpg
car,529,309,553,323,1197.jpg
car,795,318,834,354,1197.jpg
trafficlight,612,240,618,252,1198.jpg
trafficlight,665,257,672,270,1198.jpg
car,492,388,820,621,1198.jpg
car,585,316,663,385,1198.jpg
car,625,304,670,341,1198.jpg
car,578,304,648,359,1198.jpg
car,559,296,579,311,1198.jpg
person,781,293,792,339,1198.jpg
bus,8,233,248,308,1199.jpg
car,388,281,503,348,1199.jpg
car,353,358,959,609,1199.jpg
trafficlight,675,145,683,163,1200.jpg
trafficlight,832,175,841,191,1200.jpg
trafficlight,256,163,265,175,1200.jpg
car,482,390,784,637,1200.jpg
car,667,227,698,246,1200.jpg
trafficlight,1114,24,1168,145,1201.jpg
trafficlight,757,0,786,74,1201.jpg
trafficlight,544,32,563,107,1201.jpg
bus,293,254,592,361,1201.jpg
car,501,387,852,625,1201.jpg
car,969,288,1012,316,1201.jpg
car,835,295,878,316,1201.jpg
person,1189,349,1279,664,1201.jpg
trafficlight,536,221,546,235,1202.jpg
trafficlight,599,225,609,236,1202.jpg
car,495,383,817,603,1202.jpg
car,850,334,1057,422,1202.jpg
car,294,293,334,320,1202.jpg
car,359,302,398,322,1202.jpg
car,511,299,536,314,1202.jpg
trafficlight,581,260,601,283,1203.jpg
trafficlight,669,265,685,294,1203.jpg
trafficlight,756,291,771,310,1203.jpg
car,469,389,794,603,1203.jpg
car,279,363,317,383,1203.jpg
car,479,360,522,381,1203.jpg
car,366,358,424,382,1203.jpg
trafficlight,693,112,705,145,1204.jpg
trafficlight,811,118,824,147,1204.jpg
trafficlight,933,159,947,193,1204.jpg
trafficlight,120,148,132,161,1204.jpg
car,491,392,790,646,1204.jpg
car,679,238,715,263,1204.jpg
car,4,235,49,253,1204.jpg
car,458,392,782,630,1205.jpg
car,806,296,893,340,1205.jpg
car,476,391,799,626,1206.jpg
car,20,298,123,334,1206.jpg
car,506,305,577,358,1206.jpg
car,230,293,284,317,1206.jpg
car,599,291,625,313,1206.jpg
trafficlight,715,229,722,243,1207.jpg
car,450,376,797,634,1207.jpg
car,463,394,800,629,1208.jpg
car,202,314,288,347,1208.jpg
car,517,327,602,397,1208.jpg
car,602,317,649,342,1208.jpg
car,602,308,627,321,1208.jpg
car,462,384,790,616,1209.jpg
car,887,295,1027,420,1209.jpg
car,1189,309,1231,341,1209.jpg
car,478,395,804,606,1210.jpg
car,637,307,658,326,1210.jpg
car,672,306,691,326,1210.jpg
car,690,314,718,340,1210.jpg
car,606,305,625,322,1210.jpg
car,657,303,675,323,1210.jpg
person,956,310,980,368,1210.jpg
car,461,392,786,619,1211.jpg
car,923,331,1265,494,1211.jpg
car,795,324,867,383,1211.jpg
car,618,315,677,357,1211.jpg
car,877,324,991,376,1211.jpg
car,397,308,439,340,1211.jpg
car,672,343,758,396,1211.jpg
car,1174,339,1279,437,1211.jpg
car,456,399,793,619,1212.jpg
car,498,276,518,290,1212.jpg
car,368,275,393,292,1212.jpg
trafficlight,733,229,741,242,1213.jpg
car,473,393,805,612,1213.jpg
car,563,292,604,318,1213.jpg
car,1046,320,1279,420,1213.jpg
car,722,277,745,293,1213.jpg
trafficlight,119,74,135,100,1214.jpg
trafficlight,706,132,716,147,1214.jpg
trafficlight,173,89,188,114,1214.jpg
trafficlight,566,103,575,128,1214.jpg
bus,928,157,1187,211,1214.jpg
car,483,377,807,649,1214.jpg
car,103,238,336,360,1214.jpg
car,478,183,515,205,1214.jpg
trafficlight,395,299,404,312,1215.jpg
trafficlight,447,306,454,322,1215.jpg
car,510,381,842,610,1215.jpg
car,509,373,812,597,1216.jpg
person,839,301,854,334,1216.jpg
trafficlight,649,239,659,258,1217.jpg
trafficlight,653,240,663,256,1217.jpg
truck,745,279,821,365,1217.jpg
car,857,316,969,396,1217.jpg
car,492,382,793,604,1217.jpg
car,721,309,743,326,1217.jpg
person,1200,315,1256,398,1217.jpg
trafficlight,117,276,125,294,1218.jpg
trafficlight,405,300,412,312,1218.jpg
trafficlight,452,306,460,321,1218.jpg
car,500,383,836,608,1218.jpg
car,403,347,426,361,1218.jpg
trafficlight,426,291,437,308,1219.jpg
trafficlight,482,294,491,309,1219.jpg
trafficlight,536,313,544,328,1219.jpg
car,503,384,830,613,1219.jpg
car,494,341,533,358,1219.jpg
car,563,272,655,346,1220.jpg
car,519,381,833,656,1220.jpg
car,559,249,609,282,1220.jpg
car,261,239,293,258,1220.jpg
car,324,236,356,252,1220.jpg
bus,73,321,212,405,1221.jpg
car,459,394,800,605,1221.jpg
car,5,378,149,452,1221.jpg
car,0,377,50,509,1221.jpg
person,747,354,763,385,1221.jpg
trafficlight,572,184,585,213,1222.jpg
trafficlight,673,220,685,245,1222.jpg
car,513,384,837,647,1222.jpg
car,928,298,1042,332,1222.jpg
car,454,290,505,321,1222.jpg
person,853,283,868,315,1222.jpg
car,458,384,784,604,1223.jpg
car,625,330,650,344,1223.jpg
car,437,386,769,633,1224.jpg
car,890,322,912,336,1224.jpg
car,543,296,664,380,1224.jpg
car,491,396,816,633,1225.jpg
car,665,312,704,343,1225.jpg
car,325,312,386,346,1225.jpg
car,829,323,938,388,1225.jpg
car,260,314,325,350,1225.jpg
car,695,324,743,355,1225.jpg
car,601,308,621,325,1225.jpg
car,499,392,830,620,1226.jpg
car,490,358,514,378,1226.jpg
car,384,383,809,638,1227.jpg
car,577,274,607,294,1227.jpg
car,447,393,778,601,1228.jpg
car,276,362,377,403,1228.jpg
car,1176,370,1277,496,1228.jpg
car,800,354,865,394,1228.jpg
car,609,361,658,382,1228.jpg
car,713,360,749,387,1228.jpg
trafficlight,19,279,32,311,1229.jpg
car,514,389,838,628,1229.jpg
car,62,323,316,409,1229.jpg
car,903,349,1035,386,1229.jpg
trafficlight,711,238,722,265,1230.jpg
trafficlight,934,299,945,314,1230.jpg
trafficlight,803,273,817,290,1230.jpg
trafficlight,799,273,811,289,1230.jpg
bus,213,306,336,383,1230.jpg
car,489,388,827,612,1230.jpg
car,869,323,1073,401,1230.jpg
car,490,349,537,376,1230.jpg
car,439,383,794,613,1231.jpg
car,418,322,465,354,1231.jpg
car,576,341,645,383,1231.jpg
car,197,328,280,360,1231.jpg
car,626,327,665,353,1231.jpg
car,659,307,673,317,1231.jpg
car,613,300,623,310,1231.jpg
car,718,331,757,358,1231.jpg
car,705,323,728,345,1231.jpg
trafficlight,833,59,860,130,1232.jpg
trafficlight,593,60,616,126,1232.jpg
trafficlight,1110,138,1141,216,1232.jpg
car,285,320,451,404,1232.jpg
car,478,340,826,619,1232.jpg
trafficlight,793,33,814,108,1233.jpg
trafficlight,405,168,414,186,1233.jpg
trafficlight,925,69,952,163,1233.jpg
trafficlight,290,161,303,175,1233.jpg
car,470,385,774,615,1233.jpg
car,1015,299,1124,343,1233.jpg
car,648,278,816,334,1233.jpg
car,130,275,203,303,1233.jpg
car,513,172,566,204,1234.jpg
car,497,358,842,679,1234.jpg
car,513,205,612,277,1234.jpg
car,529,140,557,160,1234.jpg
car,244,146,287,166,1234.jpg
car,363,144,391,160,1234.jpg
bus,33,244,464,384,1235.jpg
car,488,393,871,637,1235.jpg
car,834,297,861,314,1235.jpg
car,690,297,728,315,1235.jpg
person,124,292,157,330,1235.jpg
bus,10,222,451,416,1236.jpg
car,480,388,786,635,1236.jpg
car,692,296,741,316,1236.jpg
car,855,294,881,315,1236.jpg
person,0,290,28,343,1236.jpg
trafficlight,667,240,673,250,1237.jpg
trafficlight,710,257,715,266,1237.jpg
car,666,300,701,324,1237.jpg
car,463,395,775,630,1237.jpg
car,689,294,707,310,1237.jpg
person,183,306,214,388,1237.jpg
person,848,296,860,346,1237.jpg
trafficlight,414,301,422,313,1238.jpg
trafficlight,457,308,464,320,1238.jpg
car,468,390,799,605,1238.jpg
car,483,385,809,606,1239.jpg
trafficlight,489,194,498,208,1240.jpg
trafficlight,822,107,836,164,1240.jpg
trafficlight,392,191,401,206,1240.jpg
train,441,367,758,623,1240.jpg
car,1077,312,1171,354,1240.jpg
car,261,284,314,310,1240.jpg
car,702,286,855,339,1240.jpg
car,404,249,423,261,1240.jpg
car,474,389,780,637,1241.jpg
car,697,292,726,307,1241.jpg
car,688,294,716,309,1241.jpg
car,451,391,798,619,1242.jpg
car,522,276,537,288,1242.jpg
trafficlight,655,113,679,174,1243.jpg
trafficlight,351,288,360,306,1243.jpg
trafficlight,835,129,860,182,1243.jpg
trafficlight,465,306,472,317,1243.jpg
trafficlight,506,308,514,318,1243.jpg
trafficlight,270,291,280,311,1243.jpg
trafficlight,304,306,311,317,1243.jpg
bus,0,299,149,427,1243.jpg
car,503,385,833,626,1243.jpg
car,360,362,468,429,1243.jpg
trafficlight,612,223,623,242,1244.jpg
car,811,333,1200,514,1244.jpg
car,479,384,808,615,1244.jpg
car,507,316,576,360,1244.jpg
car,535,347,657,413,1244.jpg
car,520,312,565,327,1244.jpg
person,1049,318,1067,339,1244.jpg
trafficlight,740,94,768,157,1245.jpg
trafficlight,510,91,549,151,1245.jpg
trafficlight,984,170,1009,234,1245.jpg
car,436,399,798,620,1245.jpg
car,311,334,415,391,1245.jpg
car,552,322,578,334,1245.jpg
car,655,325,682,342,1245.jpg
trafficlight,581,234,592,257,1246.jpg
trafficlight,667,240,676,253,1246.jpg
trafficlight,539,215,557,253,1246.jpg
car,479,386,797,614,1246.jpg
car,610,323,657,342,1246.jpg
car,38,297,138,343,1246.jpg
trafficlight,511,280,521,296,1247.jpg
trafficlight,573,298,583,314,1247.jpg
trafficlight,83,151,135,201,1247.jpg
trafficlight,859,274,872,295,1247.jpg
car,242,355,387,454,1247.jpg
car,487,389,814,620,1247.jpg
car,337,340,409,400,1247.jpg
car,894,348,984,395,1247.jpg
car,1184,353,1264,375,1247.jpg
car,768,331,855,364,1247.jpg
car,1098,347,1176,370,1247.jpg
person,1173,334,1196,396,1247.jpg
car,529,237,630,304,1248.jpg
car,523,201,578,234,1248.jpg
car,507,376,849,689,1248.jpg
car,298,179,331,196,1248.jpg
car,234,183,275,202,1248.jpg
car,357,175,391,197,1248.jpg
trafficlight,663,81,677,113,1249.jpg
trafficlight,22,70,32,92,1249.jpg
trafficlight,124,114,134,127,1249.jpg
trafficlight,583,86,600,104,1249.jpg
trafficlight,744,119,756,139,1249.jpg
car,493,371,795,673,1249.jpg
car,573,219,653,272,1249.jpg
car,592,183,644,209,1249.jpg
car,143,172,214,194,1249.jpg
person,859,161,874,196,1249.jpg
truck,273,300,694,459,1250.jpg
car,281,296,602,462,1250.jpg
car,407,380,795,635,1250.jpg
car,842,321,865,335,1250.jpg
car,493,383,819,621,1251.jpg
car,526,321,616,408,1251.jpg
car,504,301,559,337,1251.jpg
car,206,299,286,347,1251.jpg
car,655,312,748,347,1251.jpg
car,479,303,508,325,1251.jpg
car,473,287,512,324,1251.jpg
trafficlight,1108,208,1134,268,1252.jpg
trafficlight,1017,180,1030,213,1252.jpg
trafficlight,1145,216,1165,250,1252.jpg
truck,1102,263,1279,374,1252.jpg
car,380,349,537,452,1252.jpg
car,740,337,970,468,1252.jpg
car,456,383,791,612,1252.jpg
trafficlight,680,239,688,254,1253.jpg
trafficlight,607,236,616,257,1253.jpg
car,457,351,819,627,1253.jpg
car,129,296,220,334,1253.jpg
car,647,313,686,332,1253.jpg
trafficlight,1158,22,1185,97,1254.jpg
trafficlight,325,165,337,198,1254.jpg
trafficlight,246,130,260,175,1254.jpg
trafficlight,386,266,396,280,1254.jpg
bus,1034,238,1279,351,1254.jpg
car,447,385,777,635,1254.jpg
car,0,309,82,366,1254.jpg
person,847,315,944,550,1254.jpg
bus,1016,246,1250,327,1255.jpg
car,146,302,276,341,1255.jpg
car,445,387,779,630,1255.jpg
car,106,297,154,318,1255.jpg
car,69,296,113,314,1255.jpg
person,780,293,810,402,1255.jpg
trafficlight,674,246,679,254,1256.jpg
trafficlight,711,257,717,266,1256.jpg
car,448,394,787,624,1256.jpg
car,666,293,696,318,1256.jpg
car,689,294,708,312,1256.jpg
person,838,296,850,345,1256.jpg
person,265,303,288,379,1256.jpg
person,797,297,806,326,1256.jpg
car,477,391,815,630,1257.jpg
car,587,319,650,355,1257.jpg
car,566,308,599,332,1257.jpg
car,629,312,669,333,1257.jpg
car,353,306,373,315,1257.jpg
car,518,388,834,634,1258.jpg
car,551,321,624,381,1258.jpg
car,276,307,325,338,1258.jpg
car,615,312,642,332,1258.jpg
car,520,303,541,321,1258.jpg
car,574,309,614,327,1258.jpg
car,603,311,632,328,1258.jpg
trafficlight,104,251,116,275,1259.jpg
trafficlight,641,274,657,296,1259.jpg
trafficlight,22,230,39,260,1259.jpg
trafficlight,715,276,725,295,1259.jpg
trafficlight,179,274,200,301,1259.jpg
car,0,354,461,586,1259.jpg
car,442,393,793,630,1259.jpg
car,819,372,1279,653,1259.jpg
car,560,357,592,373,1259.jpg
car,468,359,499,375,1259.jpg
trafficlight,269,217,295,249,1260.jpg
trafficlight,146,219,161,249,1260.jpg
car,117,363,410,533,1260.jpg
car,402,375,792,626,1260.jpg
car,473,325,596,427,1260.jpg
car,435,338,479,375,1260.jpg
car,326,332,447,419,1260.jpg
trafficlight,678,273,687,292,1261.jpg
trafficlight,52,90,75,146,1261.jpg
trafficlight,111,237,127,259,1261.jpg
trafficlight,169,253,181,277,1261.jpg
trafficlight,739,292,749,309,1261.jpg
trafficlight,617,273,632,290,1261.jpg
car,145,334,454,494,1261.jpg
car,487,381,830,633,1261.jpg
car,701,319,821,407,1261.jpg
car,514,337,575,359,1261.jpg
car,382,317,523,388,1261.jpg
car,179,310,331,372,1261.jpg
person,1069,306,1090,365,1261.jpg
car,478,383,804,606,1262.jpg
trafficlight,609,223,621,242,1263.jpg
car,809,331,1198,518,1263.jpg
car,473,385,803,616,1263.jpg
car,509,316,576,360,1263.jpg
car,543,346,653,392,1263.jpg
car,696,334,776,390,1263.jpg
car,521,312,567,327,1263.jpg
person,948,313,960,334,1263.jpg
person,1040,319,1060,339,1263.jpg
car,456,396,788,618,1264.jpg
car,490,276,511,290,1264.jpg
car,449,393,796,612,1265.jpg
car,10,330,144,373,1265.jpg
car,241,328,348,370,1265.jpg
car,596,327,637,354,1265.jpg
car,537,338,611,386,1265.jpg
car,713,334,749,362,1265.jpg
car,685,323,711,347,1265.jpg
trafficlight,615,252,621,263,1266.jpg
trafficlight,664,266,671,279,1266.jpg
trafficlight,632,278,636,286,1266.jpg
car,12,380,217,600,1266.jpg
car,467,389,800,615,1266.jpg
car,599,313,659,356,1266.jpg
car,570,305,588,318,1266.jpg
car,632,308,660,327,1266.jpg
car,597,311,632,346,1266.jpg
bus,59,223,336,289,1267.jpg
car,471,391,780,675,1267.jpg
trafficlight,697,138,707,154,1268.jpg
bus,899,159,1097,209,1268.jpg
car,320,211,435,278,1268.jpg
car,487,381,802,650,1268.jpg
car,496,178,528,200,1268.jpg
car,0,192,114,228,1268.jpg
trafficlight,779,262,787,278,1269.jpg
car,507,391,850,623,1269.jpg
car,679,309,752,364,1269.jpg
car,689,328,784,399,1269.jpg
car,664,305,689,320,1269.jpg
car,906,304,957,324,1269.jpg
car,737,310,783,349,1269.jpg
trafficlight,595,143,630,192,1270.jpg
trafficlight,778,149,799,197,1270.jpg
trafficlight,966,203,989,267,1270.jpg
car,447,387,789,607,1270.jpg
car,10,351,141,397,1270.jpg
car,128,345,302,399,1270.jpg
car,372,343,491,397,1270.jpg
person,1124,324,1159,410,1270.jpg
trafficlight,601,269,619,291,1271.jpg
trafficlight,683,272,693,292,1271.jpg
trafficlight,1228,148,1260,198,1271.jpg
trafficlight,763,298,774,313,1271.jpg
car,455,395,794,633,1271.jpg
car,508,358,545,379,1271.jpg
car,411,357,450,379,1271.jpg
trafficlight,493,280,502,296,1272.jpg
trafficlight,119,167,160,209,1272.jpg
car,296,346,419,428,1272.jpg
car,490,386,818,621,1272.jpg
car,823,347,906,387,1272.jpg
car,737,327,824,362,1272.jpg
car,973,346,1040,367,1272.jpg
car,276,271,522,390,1273.jpg
car,426,378,774,645,1273.jpg
trafficlight,399,223,419,247,1274.jpg
trafficlight,304,223,316,251,1274.jpg
car,483,389,809,622,1274.jpg
car,567,320,652,374,1274.jpg
car,532,319,583,357,1274.jpg
car,803,324,889,367,1274.jpg
car,698,321,739,341,1274.jpg
car,473,334,496,348,1274.jpg
person,22,320,38,360,1274.jpg
car,465,393,805,623,1275.jpg
car,515,328,609,414,1275.jpg
car,596,317,643,343,1275.jpg
car,583,308,609,321,1275.jpg
car,542,305,561,320,1275.jpg
person,982,318,1000,371,1275.jpg
person,951,314,971,368,1275.jpg
car,426,383,770,637,1276.jpg
trafficlight,571,185,585,213,1277.jpg
trafficlight,671,220,684,249,1277.jpg
car,510,384,839,646,1277.jpg
car,924,297,1035,332,1277.jpg
car,469,290,510,322,1277.jpg
car,450,294,475,318,1277.jpg
person,848,282,862,317,1277.jpg
trafficlight,777,227,789,253,1278.jpg
trafficlight,646,272,654,293,1278.jpg
car,761,330,798,361,1278.jpg
car,489,385,816,611,1278.jpg
car,0,337,32,376,1278.jpg
car,439,330,487,352,1278.jpg
trafficlight,490,308,496,319,1279.jpg
trafficlight,525,309,531,318,1279.jpg
car,490,385,804,607,1279.jpg
car,206,347,272,378,1279.jpg
car,461,388,789,619,1280.jpg
car,432,306,470,336,1280.jpg
car,638,314,688,355,1280.jpg
car,900,326,1166,453,1280.jpg
car,686,336,766,391,1280.jpg
car,880,326,951,370,1280.jpg
car,0,313,41,388,1280.jpg
car,797,323,865,375,1280.jpg
car,507,306,526,318,1280.jpg
car,553,306,571,326,1280.jpg
car,447,391,787,624,1281.jpg
car,675,362,718,381,1281.jpg
car,254,343,347,386,1281.jpg
car,481,388,802,623,1282.jpg
car,515,304,586,357,1282.jpg
car,75,297,167,328,1282.jpg
car,245,293,305,316,1282.jpg
car,601,289,623,310,1282.jpg
trafficlight,666,240,672,250,1283.jpg
car,462,396,782,627,1283.jpg
car,664,301,700,325,1283.jpg
car,667,293,697,314,1283.jpg
car,686,294,706,310,1283.jpg
car,657,295,677,311,1283.jpg
person,159,303,195,390,1283.jpg
person,796,296,805,327,1283.jpg
person,849,298,862,345,1283.jpg
bus,43,235,250,306,1284.jpg
car,350,360,950,605,1284.jpg
trafficlight,1167,75,1216,178,1285.jpg
trafficlight,797,0,838,67,1285.jpg
car,214,323,364,407,1285.jpg
car,331,322,388,370,1285.jpg
car,552,314,579,332,1285.jpg
car,512,403,842,620,1285.jpg
car,665,314,693,332,1285.jpg
trafficlight,752,223,766,253,1286.jpg
